order_id,customer_id,order_date,category,quantity,unit_price,discount,discount_amount,total_amount,product_cost,shipping_cost,marketing_cost,returned,return_cost,profit,satisfaction_score,customer_age,customer_gender,region,customer_tenure_months
ORD_000005,CUST_00001,2024-01-20,Electronics,4,3411.5159693650075,0.15198926126543935,2074.0551679161467,11572.008709543883,7034.770985637946,436.4226879750258,79.68727660004826,0,0.0,4021.127759330863,5.0,56,Female,East,16
ORD_000009,CUST_00001,2024-03-31,Electronics,4,1647.2744669891797,0.14811533111431457,975.9464124570336,5613.151455499685,3064.6153301201775,398.83755981796094,80.67545075907532,0,0.0,2069.023114802471,3.014970402905016,56,Female,East,16
ORD_000008,CUST_00001,2024-04-04,Beauty,2,3210.157777827288,0.0982799736719422,630.9884437752927,5789.327111879284,3589.8641831781692,358.2371983246768,74.50394798188937,0,0.0,1766.7217823945484,4.542254809848104,56,Female,East,16
ORD_000001,CUST_00001,2024-04-21,Home,4,2789.726244667027,0.21276865006030848,2374.265148462469,8784.639830205639,5790.4411509423935,420.8302268886076,103.59710715306365,0,0.0,2469.771345221574,4.0206198560881194,56,Female,East,16
ORD_000004,CUST_00001,2025-01-25,Grocery,4,1308.2059987271982,0.09869895016003871,516.4742346697576,4716.349760239035,2250.4662352572122,320.7822981384983,55.345244311504146,0,0.0,2089.7559825318203,3.7017022584988575,56,Female,East,16
ORD_000011,CUST_00001,2025-03-03,Home,2,2610.6919598271234,0.07582030075137765,395.886899126592,4825.497020527655,2968.427046358731,414.14265440930717,65.82303449082306,0,0.0,1377.1042852687938,4.1297308456646755,56,Female,East,16
ORD_000006,CUST_00001,2025-10-05,Sports,4,2587.9459285635016,0.11751054725537255,1216.4437693312414,9135.339944922765,5872.476865814883,424.18614288626594,104.65074463316752,0,0.0,2734.026191588449,3.6279014907749723,56,Female,East,16
ORD_000007,CUST_00001,2025-10-29,Fashion,3,2222.2071572462046,0.06178396531106383,411.89030975189183,6254.731161986722,3450.5821447961775,422.9297152621245,62.30557564640794,0,0.0,2318.9137262820127,4.011854976407997,56,Female,East,16
ORD_000002,CUST_00001,2025-11-06,Sports,4,1831.916435231846,0.03410465605492913,249.90751977981583,7077.758221147568,4449.218112935079,130.8492742168756,89.29396857713539,0,0.0,2408.3968654184782,4.7987411142172025,56,Female,East,16
ORD_000003,CUST_00001,2026-03-16,Sports,2,1626.0548484487576,0.1033210967471928,336.011540625632,2916.0981562718835,2015.2270498022256,200.32262779729052,80.95653334231616,0,0.0,619.5919453300512,3.507124310790144,56,Female,East,16
ORD_000010,CUST_00001,2026-05-05,Grocery,3,1574.9507397749305,0.03640740355608944,172.01960149184254,4552.832617832949,2256.39816852325,222.17656375958228,70.43822947976025,0,0.0,2003.8196560703564,3.9073582782954057,56,Female,East,16
ORD_000024,CUST_00002,2024-01-21,Electronics,3,1063.9782136053743,0.08838439023062805,282.1171968845518,2909.817443931571,1558.3807518787248,375.3197055009534,56.54185687749819,0,0.0,919.5751296743944,4.378017082200511,46,Other,Central,13
ORD_000015,CUST_00002,2024-02-19,Grocery,1,1480.5957919138973,0.14075629839739537,208.40318309256043,1272.1926088213368,604.4473170283095,382.4646180737645,62.77746527059587,1,73.8018112452298,148.7013972034371,4.082980462090892,46,Other,Central,13
ORD_000013,CUST_00002,2024-05-27,Home,1,2186.0504743985434,0.11172143812185789,244.22870280677495,1941.8217715917685,979.9950393695699,375.85412767932223,64.3758184165708,0,0.0,521.5967861263056,4.007282400929304,46,Other,Central,13
ORD_000019,CUST_00002,2024-08-01,Home,1,2306.569850834777,0.09467973150325107,218.38541417053054,2088.1844366642463,1274.7266413059915,124.82389827601095,64.59389230918768,0,0.0,624.0400047730561,3.8306126108194603,46,Other,Central,13
ORD_000023,CUST_00002,2024-10-10,Grocery,4,2144.8436927815856,0.13663147078708143,1172.2125934125722,7407.16217771377,4533.167033262497,444.52750081199355,40.85300624057335,0,0.0,2388.614637398706,3.6624363397398634,46,Other,Central,13
ORD_000018,CUST_00002,2024-11-25,Home,4,2219.2555436029625,0.0856226457478548,760.0741249355176,8116.948049476332,4116.4424495047515,426.2397378511027,46.60978050668325,0,0.0,3527.6560816137944,4.198284429890464,46,Other,Central,13
ORD_000016,CUST_00002,2024-12-05,Home,2,2030.1703289405143,0.1491275789867506,605.508772171268,3454.8318857097606,2124.3848724608915,195.22769725212814,60.61783569496309,1,312.60153527438734,761.9999450273906,3.818041311263723,46,Other,Central,13
ORD_000021,CUST_00002,2024-12-07,Electronics,4,1794.662893797889,0.06403673203051853,459.69738726100144,6718.954187930554,4467.821659916751,442.34713567874127,38.837593177562184,0,0.0,1769.9477991575,4.329644770134994,46,Other,Central,13
ORD_000012,CUST_00002,2025-03-19,Home,1,1413.6247857651747,0.10429576145652415,147.43507344519472,1266.18971231998,707.1527622441566,360.9637183479473,58.02610079129016,0,0.0,140.0471309365858,4.1313864632664545,46,Other,Central,13
ORD_000022,CUST_00002,2025-03-27,Sports,2,2535.8008874187285,0.08314438930129475,421.67523234822295,4649.926542489234,2445.5502746179263,282.9420821867296,58.95434382900897,0,0.0,1862.4798418555688,3.858958731686721,46,Other,Central,13
ORD_000017,CUST_00002,2025-12-12,Grocery,1,2125.8436282588395,0.12984192655753726,276.0236322531928,1849.8199960056468,1180.0752144883152,249.3545529334892,56.94754502391025,0,0.0,363.4426835599321,4.033825104532627,46,Other,Central,13
ORD_000014,CUST_00002,2026-01-10,Electronics,4,1178.0288866542883,0.1506903807373356,710.070485798057,4002.045060819096,2006.8909532944972,437.75136169535136,52.90273699708946,1,496.1407920034628,1008.359216828695,3.53213443748496,46,Other,Central,13
ORD_000020,CUST_00002,2026-05-04,Electronics,3,2296.491724860537,0.15275616330587105,1052.4097948601332,5837.065379721478,3931.705070896741,363.26934583158345,62.19825181667427,0,0.0,1479.8927111764797,4.555188366649219,46,Other,Central,13
ORD_000025,CUST_00003,2024-04-17,Sports,2,2404.121141725501,0.14248706596106728,685.1123353988756,4123.129948052126,2531.5879234375566,192.25825971483144,103.88351764422342,0,0.0,1295.4002472555142,3.814723522013643,32,Female,North,31
ORD_000030,CUST_00003,2024-05-26,Grocery,2,2666.00627509322,0.13905028315050424,741.4178548654668,4590.594695320973,3091.779817250596,396.36498387688596,92.4138313261081,0,0.0,1010.0360628673832,3.5214525108963324,32,Female,North,31
ORD_000028,CUST_00003,2024-11-19,Grocery,2,1017.0141738631988,0.16080188095136197,327.07558422279567,1706.952763503602,776.8819984417479,68.36781819606833,113.58962476965573,0,0.0,748.11332209613,3.876391244976384,32,Female,North,31
ORD_000026,CUST_00003,2025-01-22,Home,3,2897.7218175858948,0.07282473477863971,633.0774684839118,8060.087984273773,5218.348215915851,173.60882201112815,93.6494779580114,0,0.0,2574.4814683887826,4.5038790742053045,32,Female,North,31
ORD_000029,CUST_00003,2025-02-07,Grocery,4,1778.0830714550668,0.11201221633501762,796.6681026458301,6315.664183174437,3406.076526428596,191.8686854712832,88.69329369492573,0,0.0,2629.0256775796324,3.829199025526094,32,Female,North,31
ORD_000027,CUST_00003,2026-05-17,Sports,2,1282.6445890542645,0.13256880663101014,340.07732500529255,2225.2118531032365,1443.9605508362265,184.18678271955426,82.89629864180176,0,0.0,514.168220905654,4.096453279359856,32,Female,North,31
ORD_000035,CUST_00004,2024-02-16,Grocery,2,8505.338851213515,0.16942615572924796,2882.053729471448,14128.623972955582,9147.660351638342,97.73827837747898,150.16643834397166,1,855.7009091411161,3877.3579954546726,4.285996512293396,60,Male,West,45
ORD_000036,CUST_00004,2024-04-12,Grocery,3,5147.086775707745,0.12481916326619148,1927.3651938069604,13513.895133316275,6250.644199491673,376.8751849262901,69.18046307154822,0,0.0,6817.195285826764,3.6532362325871457,60,Male,West,45
ORD_000040,CUST_00004,2024-06-06,Fashion,3,5135.347617072489,0.18798307453936094,2896.0753016570015,12509.967549560464,6343.799991837598,235.77558579754458,151.2204803644917,0,0.0,5779.17149156083,3.318488149397765,60,Male,West,45
